birthdate,playerjerseyname,def,longshots,volleys,contractvaliduntil,balance,shotpower,defensiveawareness,height,longpassing,standingtackle,crossing,nationality,status,gender,curve,slidingtackle,gkreflexes,finishing,surname,lastnameid,leaguename,aggression,gkpositioning,sprintspeed,headingaccuracy,fullNameForSearch,reactions,ranking,overall_rating,phy,penalties,strength,skillmoves,stamina,weakfootabilitytypecode,ballcontrol,gkhandling,acceleration,pac,teamid,hasphoto,dri,potential,pas,weight,preferredfoot,freekickaccuracy,vision,leagueid,sho,agility,firstname,playerjerseynameid,composure,jumping,gkkicking,preferredposition1label,defensiveworkrate,dribbling,preferredposition1,positioning,attackingworkrate,preferredposition3,iteration,preferredposition2,preferredposition2label,preferredposition4,gkdiving,firstnameid,interceptions,shortpassing,teamname,primaryKey
12/7/2000 0:00,Bühl,35,83,78,2025,75,83,36,172,74,21,74,21,published,1,71,20,9,84,Bühl,5424,International Women,40,14,83,76,Klara Bühl,81,114,82,62,72,71,4,62,4,86,6,81,82,113004,True,84,89,75,65,1,62,74,2136,83,85,Klara,5424,73,69,13,ST,0,86,25,81,2,-1,fifa-23-womens-sep30-2,12,RM,-1,9,18273,41,80,Germany Women,248822
11/17/1991 0:00,Doorsoun,83,73,58,2023,80,70,85,170,79,84,75,21,published,1,64,85,8,66,Doorsoun,9086,International Women,81,13,84,77,Sara Doorsoun,82,114,82,77,56,72,2,83,3,82,15,78,81,113004,True,79,82,76,58,1,49,76,2136,68,72,Sara,9086,79,82,12,CB,0,79,5,71,0,12,fifa-23-womens-sep30-2,10,CDM,-1,11,30158,82,82,Germany Women,238470
3/10/1994 0:00,Parris,48,70,63,2024,83,77,45,162,70,49,77,14,published,1,71,39,7,71,Parris,26429,England Barclays WSL (1),63,17,89,55,Nikita Parris,83,114,82,65,78,60,4,74,4,81,12,91,90,116012,True,82,82,76,54,1,51,83,2216,72,86,Nikita,26429,71,68,10,RM,0,83,12,81,2,23,fifa-23-womens-sep30-2,25,ST,-1,11,24899,53,79,Manchester United,235659
5/20/2002 0:00,Rodman,38,76,74,2027,67,76,38,178,67,29,66,95,published,1,56,31,14,87,Rodman,28949,International Women,80,7,83,62,Trinity Rodman,80,114,82,78,65,79,4,74,3,87,9,83,83,113009,True,84,94,71,66,1,55,85,2136,81,92,Trinity,28949,80,83,12,RW,1,84,23,82,2,18,fifa-23-womens-sep30-2,25,ST,-1,9,33787,41,73,United States Women,266928
2/8/1999 0:00,Russo,39,75,70,2023,73,84,29,172,51,37,76,14,published,1,64,35,13,82,Russo,29438,England Barclays WSL (1),49,14,83,85,Alessia Russo,78,114,82,66,60,72,4,64,3,82,12,83,83,116012,True,84,90,69,64,1,56,69,2216,79,81,Alessia,29438,85,81,10,ST,0,88,25,85,0,-1,fifa-23-womens-sep30-2,-1,,-1,9,1362,34,76,Manchester United,258980
5/21/1993 0:00,Williams,40,77,75,2025,92,83,30,170,72,27,73,95,published,1,70,29,10,84,Williams,35598,International Women,59,8,91,81,Lynn Williams,82,114,82,73,86,70,4,89,4,82,8,92,91,113009,True,82,82,75,62,1,70,76,2136,82,92,Lynn,35598,83,72,14,ST,0,79,25,84,2,-1,fifa-23-womens-sep30-2,-1,,-1,14,20786,61,78,United States Women,236640
4/18/1999 0:00,Deyna C.,47,85,81,2025,69,82,40,170,59,53,59,61,published,1,80,49,9,86,Castellanos,6038,England Barclays WSL (1),60,14,74,78,Deyna Castellanos,80,114,82,67,71,70,5,69,4,85,7,75,74,116017,True,82,91,71,63,1,85,76,2216,84,71,Deyna,8535,71,59,13,ST,0,85,25,85,2,-1,fifa-23-womens-sep30-2,-1,,-1,11,8534,34,78,Manchester City,268303
9/2/1994 0:00,Dallmann,47,78,69,2023,93,74,46,158,80,48,72,21,published,1,75,44,13,79,Dallmann,7787,International Women,57,9,80,42,Linda Dallmann,82,114,82,59,54,50,4,78,4,85,13,84,82,113004,True,86,82,78,51,1,63,81,2136,76,92,Linda,7787,76,58,16,CAM,0,86,18,80,0,21,fifa-23-womens-sep30-2,16,LM,-1,8,20081,50,81,Germany Women,239345
7/26/2000 0:00,Deslandes,83,39,39,2026,54,61,84,170,83,86,74,18,published,1,81,83,8,41,Deslandes,8483,France Division 1 Feminine (1),76,5,73,81,Oceane Deslandes,79,114,82,79,52,78,3,80,3,79,8,63,69,116037,True,71,90,77,60,2,48,67,2218,46,42,Oceane,8483,81,91,8,CB,0,73,5,52,0,-1,fifa-23-womens-sep30-2,-1,,-1,11,25421,80,86,Montpellier HSC,264866
2/1/1998 0:00,Freigang,26,80,80,2025,78,82,21,171,51,21,38,21,published,1,62,17,14,89,Freigang,11439,International Women,46,5,82,80,Laura Freigang,84,114,82,66,74,69,4,75,3,80,10,80,81,113004,True,78,86,57,64,1,61,50,2136,85,66,Laura,11439,81,74,13,ST,0,78,25,89,0,-1,fifa-23-womens-sep30-2,23,RW,-1,8,19433,20,74,Germany Women,261773
7/14/1998 0:00,L. Garcia,34,82,79,2024,78,80,42,165,60,22,58,45,published,1,64,17,8,87,Garcia Cordoba,11880,England Barclays WSL (1),34,11,89,70,Lucia Garcia Cordoba,80,114,82,61,69,68,3,69,4,81,13,88,89,116012,True,82,86,65,56,1,62,52,2216,83,78,Lucia,19087,83,66,16,ST,1,83,25,86,2,-1,fifa-23-womens-sep30-2,-1,,-1,16,20591,29,79,Manchester United,242796
11/25/1993 0:00,Sonnett,81,67,59,2025,85,74,85,168,76,78,70,95,published,1,66,81,10,46,Sonnett,31724,International Women,81,12,75,72,Emily Sonnett,84,114,82,81,64,78,3,88,2,74,8,76,75,113009,True,72,82,77,62,1,65,74,2136,59,57,Emily,31724,64,72,12,RB,0,72,3,69,0,-1,fifa-23-womens-sep30-2,5,CB,-1,14,10046,83,85,United States Women,232074
5/25/1994 0:00,Galton,63,77,76,2024,65,86,56,170,73,66,85,14,published,1,68,65,7,82,Galton,11788,England Barclays WSL (1),62,5,75,68,Leah Galton,80,114,82,78,67,85,4,81,3,84,14,74,75,116012,True,81,82,80,61,2,60,85,2216,81,65,Leah,11788,85,59,14,CAM,0,84,18,86,2,-1,fifa-23-womens-sep30-2,27,LW,-1,5,19542,64,82,Manchester United,265275
4/23/1988 0:00,Houghton,83,56,45,2023,61,81,86,174,74,82,50,14,published,1,71,80,7,59,Houghton,14466,England Barclays WSL (1),84,12,60,81,Steph Houghton,79,114,82,79,65,83,2,65,3,75,9,53,57,116017,True,67,82,66,62,1,74,50,2216,62,53,Steph,14466,85,90,15,CB,0,63,5,50,0,-1,fifa-23-womens-sep30-2,-1,,-1,11,32030,82,78,Manchester City,226358
12/24/1994 0:00,Perisset,79,48,41,2025,85,61,78,159,79,85,87,18,published,1,67,80,16,44,Perisset,27703,England Barclays WSL (1),72,17,75,55,Eve Perisset,76,114,82,71,61,69,3,75,3,80,16,82,78,116010,True,77,83,77,55,1,41,63,2216,49,78,Eve,27703,70,70,15,LB,0,75,7,54,2,3,fifa-23-womens-sep30-2,5,CB,-1,8,37449,81,85,Chelsea,236428
9/18/1995 0:00,Purce,52,73,67,2025,75,74,56,163,77,52,77,95,published,1,62,47,14,75,Purce,27644,International Women,50,14,85,50,Margaret Purce,87,114,82,71,52,72,3,85,2,86,10,89,87,113009,True,83,82,76,56,1,51,77,2136,73,81,Margaret,27644,68,70,14,RW,0,83,23,85,2,-1,fifa-23-womens-sep30-2,18,CAM,-1,8,21826,51,79,United States Women,243769
10/8/1995 0:00,Sarr,44,73,69,2025,67,77,45,175,74,41,72,18,published,1,72,32,8,80,Sarr,30206,France Division 1 Feminine (1),58,16,92,79,Ouleymata Sarr,78,114,82,75,69,80,4,78,4,86,8,89,91,116035,True,82,83,77,61,1,66,76,2218,77,79,Ouleymata,30206,80,72,16,LM,0,83,16,81,2,-1,fifa-23-womens-sep30-2,25,ST,-1,15,25985,36,84,Paris FC,241545
12/12/1991 0:00,Stokes,77,56,29,2023,80,40,78,159,75,79,77,14,published,1,67,73,8,40,Stokes,32092,England Barclays WSL (1),68,12,90,73,Demi Stokes,76,114,82,77,58,77,4,84,3,80,12,89,90,116017,True,82,82,75,56,2,49,54,2216,44,81,Demi,32092,83,73,16,LB,0,85,7,44,0,-1,fifa-23-womens-sep30-2,-1,,-1,11,8381,76,90,Manchester City,227264
6/9/1998 0:00,Alvarado,42,11,14,2027,58,57,20,180,24,18,14,83,published,1,23,20,83,20,Alvarado,1606,France Division 1 Feminine (1),30,81,39,14,Emily Alvarado,73,145,81,81,22,70,1,35,2,29,81,44,81,116040,True,83,87,76,72,1,13,39,2218,81,40,Emily,1606,42,71,76,GK,0,26,0,15,0,-1,fifa-23-womens-sep30-2,-1,,-1,81,10046,19,32,Stade de Reims,228800
6/1/1996 0:00,Bartrip,83,43,55,2023,75,66,86,164,80,82,60,14,published,1,60,81,11,56,Bartrip,3435,England Barclays WSL (1),80,9,68,82,Molly Bartrip,79,145,81,77,70,70,2,89,3,81,5,70,69,116011,True,71,85,69,58,1,60,51,2216,57,70,Molly,3435,80,83,9,CB,0,63,5,65,0,-1,fifa-23-womens-sep30-2,-1,,-1,11,23493,81,81,Tottenham Hotspur,265262
2/5/1996 0:00,Blackstenius,38,78,80,2023,67,86,43,174,43,32,53,46,published,1,64,28,11,86,Blackstenius,4312,England Barclays WSL (1),52,15,89,57,Stina Blackstenius,80,145,81,74,65,84,4,75,4,80,16,83,86,116009,True,81,84,60,65,1,64,67,2216,83,68,Stina,4312,82,60,13,ST,0,85,25,86,2,-1,fifa-23-womens-sep30-2,-1,,-1,9,32072,36,66,Arsenal,233364
12/8/1992 0:00,Esther,30,79,80,2023,69,80,24,163,58,29,58,45,published,1,49,30,11,89,Gonzalez Rodriguez,12594,International Women,64,9,77,78,Esther Gonzalez Rodriguez,81,145,81,67,71,64,3,72,4,83,6,77,77,113012,True,78,81,68,55,1,63,78,2136,84,68,Esther,10356,62,75,13,ST,0,80,25,86,2,-1,fifa-23-womens-sep30-2,-1,,-1,10,10356,18,77,Spain Women,233244
1/29/1997 0:00,Hasegawa,54,81,65,2025,88,77,34,156,81,68,76,163,published,1,70,45,12,78,Hasegawa,13771,England Barclays WSL (1),34,6,80,48,Yui Hasegawa,81,145,81,46,65,35,4,75,4,81,12,77,79,116017,True,84,84,80,48,1,75,82,2216,77,81,Yui,13771,79,52,14,CM,0,88,14,85,0,10,fifa-23-womens-sep30-2,16,LM,-1,14,36483,69,83,Manchester City,245830
7/13/1995 0:00,Toletti,71,83,75,2027,78,82,64,169,81,78,82,18,published,1,79,74,9,73,Toletti,33509,International Women,74,12,79,57,Sandie Toletti,81,145,81,73,72,73,4,75,3,81,15,81,80,113003,True,82,82,82,59,1,80,81,2136,77,77,Sandie,33509,81,66,13,CM,0,84,14,76,2,-1,fifa-23-womens-sep30-2,-1,,-1,7,29992,78,83,France Women,227344
6/5/1990 0:00,Bilbault,80,47,48,2027,63,70,77,171,76,84,59,18,published,1,57,83,11,41,Bilbault,4160,France Division 1 Feminine (1),90,13,55,68,Charlotte Bilbault,80,145,81,85,53,82,2,89,3,70,14,66,60,116037,True,64,81,71,65,1,48,69,2218,50,50,Charlotte,4160,78,78,11,CDM,2,60,10,60,1,-1,fifa-23-womens-sep30-2,14,CM,-1,15,6371,83,81,Montpellier HSC,265857
11/11/1994 0:00,Foord,40,72,66,2023,88,72,45,169,73,36,82,195,published,1,70,34,13,74,Foord,11253,England Barclays WSL (1),60,12,87,55,Caitlin Foord,77,145,81,71,59,64,3,91,3,79,16,90,88,116009,True,80,81,76,61,1,51,78,2216,73,83,Caitlin,11253,81,87,12,LW,0,80,27,88,2,18,fifa-23-womens-sep30-2,25,ST,-1,12,5596,34,78,Arsenal,227110
10/6/1993 0:00,Ladd,79,46,61,2023,62,71,82,172,80,79,56,50,published,1,58,78,8,57,Ladd,19180,England Barclays WSL (1),90,11,63,69,Hayley Ladd,74,145,81,78,51,76,2,73,3,77,5,59,61,116012,True,70,82,73,64,1,55,71,2216,58,64,Hayley,19180,76,75,9,CDM,0,67,10,59,0,-1,fifa-23-womens-sep30-2,5,CB,-1,5,13844,79,86,Manchester United,265271
4/18/2002 0:00,Le Tissier,78,48,56,2025,66,52,82,171,77,75,84,14,published,1,70,73,15,58,Le Tissier,19532,England Barclays WSL (1),79,8,79,80,Maya Le Tissier,76,145,81,79,50,73,3,88,3,79,9,83,81,116012,True,75,93,74,59,1,62,60,2216,55,72,Maya,19532,65,84,12,RB,0,75,3,65,0,-1,fifa-23-womens-sep30-2,5,CB,-1,13,22403,80,78,Manchester United,265293
6/27/1995 0:00,Viggosdottir,83,50,49,2024,62,67,86,172,77,84,51,24,published,1,59,81,14,67,Viggosdottir,34748,International Women,77,8,76,84,Glodis Perla Viggosdottir,84,145,81,74,69,71,2,78,3,85,13,76,76,116428,True,62,81,70,65,1,60,61,2136,61,70,Glodis Perla,34748,68,69,6,CB,2,41,5,34,0,-1,fifa-23-womens-sep30-2,-1,,-1,6,12457,77,86,Iceland Women,264886
6/18/1991 0:00,Rafaelle,82,34,27,2023,54,48,85,175,78,82,74,54,published,1,60,82,7,40,Carvalho Souza,5982,England Barclays WSL (1),81,12,68,81,Rafaelle Leone Carvalho Souza,74,145,81,79,57,80,2,76,3,76,16,57,63,116009,True,70,81,69,64,2,30,48,2216,41,73,Rafaelle Leone,28023,80,82,8,CB,2,66,5,55,2,-1,fifa-23-womens-sep30-2,-1,,-1,16,28024,78,80,Arsenal,227421
10/16/1999 0:00,Karczewska,37,81,73,2024,35,78,35,183,64,33,58,37,published,1,66,18,13,87,Karczewska,17536,England Barclays WSL (1),48,8,78,81,Nikola Karczewska,78,145,81,71,73,83,3,68,3,86,9,62,71,116011,True,74,88,68,68,1,64,73,2216,82,48,Nikola,17536,82,57,5,ST,0,74,25,84,2,-1,fifa-23-womens-sep30-2,-1,,-1,11,24908,35,72,Tottenham Hotspur,264976
4/14/1994 0:00,Leupolz,74,77,65,2023,65,77,76,172,79,76,82,21,published,1,80,66,8,76,Leupolz,19873,England Barclays WSL (1),59,12,82,59,Melanie Leupolz,78,145,81,69,71,69,4,78,3,81,15,86,84,116010,True,82,81,81,62,1,55,84,2216,76,82,Melanie,19873,82,71,11,CM,2,86,14,82,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,15,22720,77,83,Chelsea,226354
10/28/1985 0:00,Thiney,46,79,79,2027,66,74,48,170,74,47,79,18,published,1,84,39,10,80,Thiney,33233,France Division 1 Feminine (1),51,7,68,75,Gaetane Thiney,83,145,81,67,80,75,4,62,3,83,14,63,66,116035,True,80,81,80,62,1,77,84,2218,79,68,Gaetane,33233,80,79,14,CAM,0,82,18,85,2,14,fifa-23-womens-sep30-2,25,ST,-1,14,12043,32,82,Paris FC,227326
1/23/1995 0:00,Wang Sh,43,80,78,2023,79,79,44,165,72,36,68,155,published,1,73,33,11,82,Wang,35219,International Women,57,17,85,77,Shuang Wang,79,145,81,69,75,75,3,69,4,84,16,88,86,113001,True,82,82,74,59,2,69,75,2136,80,79,Shuang,35253,67,58,7,ST,0,83,25,79,0,18,fifa-23-womens-sep30-2,12,RM,-1,15,31142,40,79,China PR Women,226360
3/19/1996 0:00,Mariona,45,79,56,2024,92,60,57,164,74,36,79,45,published,1,54,40,9,89,Caldentey Oliver,5612,International Women,52,11,67,47,Maria Francesca Caldentey Oliver,73,145,81,67,89,74,3,65,4,88,8,70,68,113012,True,83,82,78,61,1,72,82,2136,79,60,Maria Francesca,21888,64,66,11,LW,0,86,27,83,2,-1,fifa-23-womens-sep30-2,25,ST,-1,13,22108,41,80,Spain Women,237288
9/20/1991 0:00,Christiansen,69,79,63,2023,83,71,67,163,80,72,74,14,published,1,66,47,15,72,Christiansen,6692,England Barclays WSL (1),36,8,67,69,Izzy Christiansen,79,145,81,57,70,54,3,77,4,83,12,66,67,116016,True,79,81,79,56,1,63,84,2216,73,71,Izzy,6692,79,70,10,CM,0,78,14,79,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,11,15394,79,84,Everton,231087
1/13/1990 0:00,Hamraoui,78,79,59,2023,33,82,73,178,81,82,68,18,published,1,63,78,5,68,Hamraoui,13562,France Division 1 Feminine (1),84,6,55,78,Kheira Hamraoui,76,145,81,84,62,88,3,78,3,79,6,52,54,116034,True,70,81,76,66,1,57,72,2218,72,46,Kheira,13562,70,72,9,CDM,2,72,10,70,0,-1,fifa-23-womens-sep30-2,14,CM,-1,11,17990,80,85,Paris Saint-Germain,227347
8/27/1994 0:00,Sow,58,70,63,2026,39,66,52,179,77,62,77,47,published,1,68,54,6,78,Sow,31840,France Division 1 Feminine (1),58,11,77,69,Coumba Sow,78,145,81,76,68,81,3,80,3,81,12,79,78,116035,True,78,81,78,68,1,65,77,2218,73,74,Coumba,31840,73,69,7,LM,0,81,16,83,2,-1,fifa-23-womens-sep30-2,25,ST,-1,12,7238,55,84,Paris FC,264974
12/20/1995 0:00,Sullivan,73,74,50,2025,69,75,80,170,82,74,77,95,published,1,73,70,17,57,Sullivan,32270,International Women,74,10,68,57,Andi Sullivan,82,145,81,76,80,75,3,82,3,89,14,67,68,113009,True,78,84,82,57,1,63,81,2136,65,65,Andi,32270,83,62,8,CDM,0,73,10,70,0,-1,fifa-23-womens-sep30-2,14,CM,-1,9,1824,70,90,United States Women,243261
3/20/1996 0:00,Svitkova,74,78,70,2025,72,79,67,166,73,78,86,12,published,1,86,77,10,75,Svitkova,32422,England Barclays WSL (1),68,11,79,74,Kateřina Svitkova,80,145,81,69,79,63,4,82,3,84,11,75,77,116010,True,83,83,75,60,1,77,72,2216,77,78,Kateřina,32422,65,66,10,LWB,0,87,8,82,2,14,fifa-23-womens-sep30-2,18,CAM,-1,13,17627,77,70,Chelsea,265304
1/11/1999 0:00,Wubben-Moy,83,42,30,2023,44,50,86,178,89,82,32,14,published,1,55,81,13,48,Wubben-Moy,35803,England Barclays WSL (1),77,8,54,82,Lotte Wubben-Moy,77,145,81,77,59,81,2,66,3,79,10,62,58,116009,True,67,88,64,67,1,32,59,2216,46,59,Lotte,35803,85,82,11,CB,0,60,5,40,0,-1,fifa-23-womens-sep30-2,-1,,-1,12,20439,79,80,Arsenal,263013
1/20/1996 0:00,Zelem,78,70,64,2024,72,80,82,163,82,79,75,14,published,1,87,77,6,79,Zelem,36736,England Barclays WSL (1),79,7,69,76,Katie Zelem,75,145,81,77,88,73,3,86,3,82,10,68,69,116012,True,76,85,81,53,1,80,86,2216,76,66,Katie,36736,85,73,13,CDM,0,74,10,63,0,-1,fifa-23-womens-sep30-2,14,CM,-1,5,17635,74,81,Manchester United,265273
5/23/1993 0:00,Aigbogun,79,53,55,2026,71,63,78,166,69,84,76,47,published,1,65,80,9,55,Aigbogun,775,France Division 1 Feminine (1),70,13,84,61,Eseosa Aigbogun,77,145,81,68,52,62,2,77,3,77,5,79,82,116035,True,72,81,70,56,1,49,57,2218,56,72,Eseosa,775,69,72,12,LB,0,68,7,59,2,-1,fifa-23-womens-sep30-2,-1,,-1,8,10280,83,77,Paris FC,264987
4/11/1997 0:00,Cook,84,42,46,2026,72,60,87,175,68,86,41,95,published,1,45,84,6,34,Cook,7087,International Women,73,13,75,78,Alana Cook,83,145,81,78,58,81,2,76,3,76,15,77,76,113009,True,67,85,55,63,1,36,38,2136,43,43,Alana,7087,69,70,15,CB,2,64,5,43,1,-1,fifa-23-womens-sep30-2,-1,,-1,7,1227,81,70,United States Women,264011
6/3/1994 0:00,England,41,81,80,2024,79,85,42,166,56,29,62,14,published,1,56,29,14,85,England,10110,England Barclays WSL (1),49,8,69,77,Bethany England,81,145,81,70,80,79,3,69,4,81,6,66,68,116010,True,77,81,68,59,1,63,66,2216,84,54,Bethany,10110,80,71,10,ST,1,79,25,84,2,-1,fifa-23-womens-sep30-2,-1,,-1,5,4023,46,79,Chelsea,256489
5/21/1992 0:00,Evans,47,72,63,2023,90,72,50,166,72,40,79,42,published,1,72,39,7,74,Evans,10417,England Barclays WSL (1),63,9,82,50,Lisa Evans,81,145,81,59,58,47,4,79,3,81,15,86,84,116014,True,79,81,77,54,1,50,80,2216,72,82,Lisa,10417,64,63,8,RM,2,78,12,79,0,-1,fifa-23-womens-sep30-2,25,ST,-1,10,20145,53,81,West Ham United,265305
4/30/1996 0:00,Rauch,79,48,41,2025,84,69,80,167,53,80,76,21,published,1,70,78,9,41,Rauch,28303,International Women,70,13,83,70,Felicitas Rauch,80,145,81,71,62,66,3,82,3,78,15,84,83,113004,True,74,84,66,61,2,60,50,2136,50,80,Felicitas,28303,64,78,16,LB,2,70,7,69,2,-1,fifa-23-womens-sep30-2,16,LM,-1,17,10866,79,76,Germany Women,233838
6/30/1985 0:00,Soyer,83,66,40,2023,69,75,85,166,70,84,73,18,published,1,64,79,9,49,Soyer,31846,France Division 1 Feminine (1),73,10,73,72,Julie Soyer,89,145,81,70,58,69,3,69,3,76,8,66,70,116035,True,69,81,71,60,1,71,58,2218,58,66,Julie,31846,70,63,10,RB,0,63,3,49,2,-1,fifa-23-womens-sep30-2,7,LB,-1,6,16952,86,79,Paris FC,227355
4/17/1992 0:00,Torrent,80,63,45,2026,86,69,77,164,74,85,81,18,published,1,67,83,16,48,Torrent,33654,France Division 1 Feminine (1),75,13,68,67,Marion Torrent,79,145,81,71,59,68,3,77,3,80,10,71,69,116037,True,77,81,72,53,1,53,54,2218,56,71,Marion,33654,76,64,8,RWB,0,75,2,62,2,-1,fifa-23-womens-sep30-2,3,RB,-1,13,21887,81,79,Montpellier HSC,231347
9/13/1996 0:00,Votikova,50,8,7,2023,56,53,19,178,29,17,14,12,published,1,15,13,87,10,Votikova,35006,France Division 1 Feminine (1),38,83,52,13,Barbora Votikova,74,145,81,83,17,57,1,33,2,27,74,48,83,116034,True,87,84,71,67,1,13,35,2218,74,50,Barbora,35006,45,55,71,GK,0,23,0,11,0,-1,fifa-23-womens-sep30-2,-1,,-1,83,3297,18,29,Paris Saint-Germain,265040
5/13/1988 0:00,Williams,48,19,17,2023,68,50,21,175,24,15,14,195,published,1,13,14,80,13,Williams,35598,France Division 1 Feminine (1),24,89,49,7,Lydia Williams,75,145,81,89,26,37,1,42,3,19,76,47,82,116034,True,80,81,67,63,1,17,37,2218,76,36,Lydia,35598,60,53,67,GK,0,16,0,13,0,-1,fifa-23-womens-sep30-2,-1,,-1,82,20774,21,22,Paris Saint-Germain,227118
3/19/1993 0:00,Wullaert,26,81,79,2026,77,76,21,168,74,19,79,7,published,1,74,18,10,84,Wullaert,35806,International Women,46,11,85,74,Tessa Wullaert,81,145,81,67,81,72,4,72,4,81,7,82,84,113394,True,81,81,79,60,1,78,80,2136,81,81,Tessa,35806,83,73,11,ST,1,82,25,84,2,18,fifa-23-womens-sep30-2,27,LW,-1,13,33094,22,81,Belgium Women,261781
4/18/1988 0:00,Debever,84,39,39,2025,50,55,87,176,61,84,48,18,published,1,48,78,9,38,Debever,8237,France Division 1 Feminine (1),73,16,34,83,Julie Debever,85,179,80,76,47,81,2,67,2,70,16,62,47,116036,True,61,80,58,67,1,41,48,2218,42,48,Julie,8237,75,83,12,CB,0,55,5,39,0,-1,fifa-23-womens-sep30-2,-1,,-1,15,16952,83,71,FC Fleury 91,245696
3/11/1998 0:00,Fleming,69,79,43,2023,95,83,68,161,81,75,49,70,published,1,43,64,10,80,Fleming,11165,England Barclays WSL (1),50,9,79,59,Jessie Fleming,78,179,80,53,70,43,4,78,4,81,8,86,82,116010,True,82,86,72,54,1,65,78,2216,78,84,Jessie,11165,84,44,6,CM,0,82,14,79,0,27,fifa-23-womens-sep30-2,23,RW,-1,9,16176,69,84,Chelsea,227387
9/29/1990 0:00,Gunnarsdottir,76,74,52,2024,55,72,78,175,84,79,59,24,published,1,53,72,6,67,Gunnarsdottir,44376,International Women,85,10,45,49,Sara Björk Gunnarsdottir,84,179,80,80,59,81,3,77,3,77,9,65,54,116428,True,73,80,75,67,1,55,81,2136,69,58,Sara Björk,44376,75,67,6,CM,0,75,14,77,0,-1,fifa-23-womens-sep30-2,-1,,-1,6,30159,85,82,Iceland Women,241844
9/2/1991 0:00,Ingle,77,69,56,2023,63,72,76,173,80,82,62,50,published,1,53,76,13,66,Ingle,15104,England Barclays WSL (1),60,6,61,60,Sophie Ingle,75,179,80,68,58,65,3,79,5,81,13,67,64,116010,True,77,80,75,62,1,47,80,2216,67,65,Sophie,15104,80,80,8,CM,2,78,14,76,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,13,31751,80,85,Chelsea,265250
2/22/1996 0:00,Kamczyk,42,72,62,2023,77,75,42,165,73,42,77,37,published,1,80,34,10,72,Kamczyk,17390,France Division 1 Feminine (1),48,12,83,59,Ewelina Kamczyk,76,179,80,60,73,62,3,65,3,85,9,76,80,116036,True,82,81,79,54,1,69,84,2218,73,83,Ewelina,17390,75,69,11,RW,0,82,23,81,0,-1,fifa-23-womens-sep30-2,27,LW,-1,10,10443,38,82,FC Fleury 91,264971
9/19/1993 0:00,A. Pereira,80,27,25,2025,68,47,83,164,64,79,40,45,published,1,24,79,13,21,Pereira Cejudo,26832,International Women,78,14,76,79,Andrea Pereira Cejudo,83,179,80,72,40,73,2,67,4,87,10,74,75,113012,True,54,81,58,62,1,33,37,2136,29,57,Andrea,83,64,71,14,CB,0,26,5,28,1,-1,fifa-23-womens-sep30-2,-1,,-1,12,1850,79,87,Spain Women,233153
4/5/1990 0:00,Williams,80,48,56,2023,56,65,84,180,79,81,53,14,published,1,60,78,15,61,Williams,35598,England Barclays WSL (1),81,14,60,75,Victoria Williams,76,179,80,81,59,87,2,69,4,76,7,52,56,116013,True,61,80,67,67,1,57,57,2216,59,47,Victoria,35598,79,84,10,CB,0,50,5,58,0,-1,fifa-23-womens-sep30-2,-1,,-1,11,34698,78,79,Brighton & Hove Albion,265296
4/10/1997 0:00,Cissoko,79,26,38,2024,68,40,80,171,79,80,34,18,published,1,28,79,12,28,Cissoko,6813,England Barclays WSL (1),94,9,52,78,Hawa Cissoko,78,179,80,79,51,80,2,64,3,81,7,56,54,116014,True,56,85,59,56,1,40,44,2216,32,41,Hawa,6813,64,79,7,CB,0,39,5,37,0,-1,fifa-23-womens-sep30-2,-1,,-1,14,13825,78,79,West Ham United,241549
9/5/1995 0:00,Hurtig,50,78,73,2023,65,79,45,180,75,55,78,46,published,1,69,56,16,83,Hurtig,14652,England Barclays WSL (1),50,8,78,82,Lina Hurtig,80,179,80,76,71,85,4,78,3,85,10,78,78,116009,True,78,80,77,69,1,54,73,2216,80,71,Lina,14652,63,76,8,LW,2,78,27,81,0,-1,fifa-23-womens-sep30-2,25,ST,-1,9,20077,32,84,Arsenal,227003
3/3/1999 0:00,Rose,34,66,42,2023,72,74,36,163,67,36,81,70,published,1,75,29,7,71,Rose,29196,England Barclays WSL (1),59,8,93,46,Deanne Rose,75,179,80,72,62,81,4,64,3,80,7,89,91,116018,True,80,88,74,62,1,44,81,2216,69,79,Deanne,29196,62,78,10,LW,1,83,27,81,2,-1,fifa-23-womens-sep30-2,25,ST,-1,8,8229,25,73,Reading,238096
8/16/1992 0:00,van der Gragt,81,54,30,2025,44,70,81,178,73,82,60,34,published,1,54,86,15,50,van der Gragt,37317,International Women,88,13,68,85,Stefanie van der Gragt,72,179,80,84,46,91,2,70,2,63,9,54,62,113011,True,57,80,66,70,2,36,65,2136,53,46,Stefanie,37317,74,74,15,CB,2,54,5,34,1,-1,fifa-23-womens-sep30-2,-1,,-1,7,31983,73,72,Holland Women,233755
